model,fold,seed,condition,severity,window_accuracy,window_precision,window_recall,window_specificity,window_f1,window_auroc,window_tn,window_fp,window_fn,window_tp,window_loss,video_accuracy,video_precision,video_recall,video_specificity,video_f1,video_auroc,video_tn,video_fp,video_fn,video_tp,event_recall,detected_events,total_events,false_alarms,false_alarms_per_hour,mean_detection_delay_seconds
masked_bimamba,fold_0,seed_42,confidence_noise,0.2,0.7531225296442687,0.2551440329218107,0.695067264573991,0.7599893917963225,0.3732691149909693,0.7916956053388811,8597,2715,408,930,0.3677369066059825,0.7157894736842105,0.7087912087912088,0.9923076923076924,0.1166666666666666,0.8269230769230769,0.6244871794871795,7,53,1,129,0.9692307692307692,126,130,278,364.2451594118501,-0.0412698412698412
masked_bimamba,fold_0,seed_42,confidence_noise,0.3,0.713201581027668,0.2264691829909221,0.7085201793721974,0.7137553041018387,0.3432295438088342,0.7735281315607538,8074,3238,390,948,0.4243579741334726,0.7052631578947368,0.7010869565217391,0.9923076923076924,0.0833333333333333,0.821656050955414,0.5982051282051282,5,55,1,129,0.9769230769230768,127,130,304,398.3112534575627,-0.1102362204724409
masked_bimamba,fold_0,seed_42,lower_body_missing,1.0,0.1634782608695652,0.1118575747396708,0.9955156950672646,0.065063649222065,0.2011173184357542,0.5924879963973335,736,10576,6,1332,3.3157907106753868,0.6842105263157895,0.6842105263157895,1.0,0.0,0.8125000000000001,0.471025641025641,0,60,0,130,1.0,130,130,63,82.54476634153438,-7.326153846153843
masked_bimamba,fold_1,seed_2026,clean,0.0,0.7948616600790513,0.2715376226826608,0.5582959641255605,0.8228429985855729,0.3653705062362435,0.7480613402067304,9308,2004,591,747,0.1643531629890792,0.7052631578947368,0.7228915662650602,0.9230769230769232,0.2333333333333333,0.810810810810811,0.6155128205128205,14,46,10,120,0.8615384615384616,112,130,233,305.28461202503985,0.1750000000000001
masked_bimamba,fold_1,seed_2026,random_joint_drop,0.1,0.5782608695652174,0.1698331405914422,0.7683109118086696,0.5557814710042432,0.2781761601948315,0.7373847870853709,6287,5025,310,1028,0.1600948275525579,0.6842105263157895,0.6842105263157895,1.0,0.0,0.8125000000000001,0.5964102564102565,0,60,0,130,0.9846153846153848,128,130,351,459.8922696171201,-1.6156249999999996
masked_bimamba,fold_1,seed_2026,random_joint_drop,0.2,0.4163636363636364,0.1400500178635227,0.8789237668161435,0.3616513437057991,0.2416024653312788,0.7275149820395236,4091,7221,162,1176,0.2001051886797893,0.6842105263157895,0.6842105263157895,1.0,0.0,0.8125000000000001,0.5833333333333334,0,60,0,130,0.9923076923076924,129,130,186,243.70359586548244,-4.275968992248063
masked_bimamba,fold_1,seed_2026,random_joint_drop,0.3,0.3481422924901186,0.1301135146712358,0.9080717488789236,0.2819130127298444,0.2276133383289621,0.7210634420264576,3189,8123,123,1215,0.214140504115655,0.6842105263157895,0.6842105263157895,1.0,0.0,0.8125000000000001,0.5174358974358975,0,60,0,130,1.0,130,130,122,159.8485951375745,-5.615384615384613
masked_bimamba,fold_1,seed_2026,frame_drop,0.1,0.8023715415019763,0.2904040404040404,0.601644245142003,0.8261138613861386,0.3917274939172749,0.7677793784343201,9345,1967,533,805,0.1305795591409969,0.7,0.7109826589595376,0.946153846153846,0.1666666666666666,0.8118811881188119,0.6392307692307692,10,50,7,123,0.8923076923076924,116,130,242,317.0767215024019,0.1241379310344829
masked_bimamba,fold_1,seed_2026,frame_drop,0.2,0.7962845849802371,0.289070480081716,0.6345291479820628,0.8154172560113154,0.3971929824561404,0.7839503150747491,9224,2088,489,849,0.1092244163779873,0.7,0.7039106145251397,0.9692307692307692,0.1166666666666666,0.8155339805825242,0.680897435897436,7,53,4,126,0.9307692307692308,121,130,266,348.5223467753674,0.0462809917355373
masked_bimamba,fold_1,seed_2026,frame_drop,0.3,0.778893280632411,0.2756075053829591,0.6696562032884903,0.7918140028288543,0.3904990193942035,0.7916166846905703,8957,2355,442,896,0.0987534840899729,0.6736842105263158,0.6847826086956522,0.9692307692307692,0.0333333333333333,0.802547770700637,0.7135897435897436,2,58,4,126,0.9384615384615383,122,130,291,381.2782064347064,-0.0147540983606555
masked_bimamba,fold_1,seed_2026,confidence_noise,0.1,0.7857707509881423,0.2618055555555555,0.5635276532137519,0.812057991513437,0.357515410146989,0.743738807737276,9186,2126,584,754,0.1693283159259279,0.7052631578947368,0.7228915662650602,0.9230769230769232,0.2333333333333333,0.810810810810811,0.6094871794871796,14,46,10,120,0.8615384615384616,112,130,238,311.8357839569077,0.1303571428571429
masked_bimamba,fold_1,seed_2026,confidence_noise,0.2,0.7697233201581027,0.2486434727098627,0.5822122571001495,0.7919024045261669,0.3484679042719749,0.7375673055374083,8958,2354,559,779,0.1736929562122454,0.6842105263157895,0.7058823529411765,0.9230769230769232,0.1666666666666666,0.8000000000000002,0.6047435897435898,10,50,10,120,0.8692307692307693,113,130,256,335.42000291163174,0.0460176991150443
masked_bimamba,fold_1,seed_2026,confidence_noise,0.3,0.7496442687747036,0.2336149140693271,0.5994020926756353,0.76741513437058,0.3361978620834207,0.7296173633618968,8681,2631,536,802,0.1768957520662089,0.6789473684210526,0.6949152542372882,0.946153846153846,0.1,0.8013029315960911,0.5966666666666667,6,54,7,123,0.8846153846153846,115,130,286,374.7270345028386,-0.0034782608695651
