,,,severity,severity,severity,window_accuracy,window_accuracy,window_accuracy,window_precision,window_precision,window_precision,window_recall,window_recall,window_recall,window_specificity,window_specificity,window_specificity,window_f1,window_f1,window_f1,window_auroc,window_auroc,window_auroc,window_tn,window_tn,window_tn,window_fp,window_fp,window_fp,window_fn,window_fn,window_fn,window_tp,window_tp,window_tp,window_loss,window_loss,window_loss,video_accuracy,video_accuracy,video_accuracy,video_precision,video_precision,video_precision,video_recall,video_recall,video_recall,video_specificity,video_specificity,video_specificity,video_f1,video_f1,video_f1,video_auroc,video_auroc,video_auroc,video_tn,video_tn,video_tn,video_fp,video_fp,video_fp,video_fn,video_fn,video_fn,video_tp,video_tp,video_tp,event_recall,event_recall,event_recall,detected_events,detected_events,detected_events,total_events,total_events,total_events,false_alarms,false_alarms,false_alarms,false_alarms_per_hour,false_alarms_per_hour,false_alarms_per_hour,mean_detection_delay_seconds,mean_detection_delay_seconds,mean_detection_delay_seconds
,,,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count
model,condition,severity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
masked_bimamba,random_joint_drop,0.1,0.10000000000000002,0.0,12,0.6484360587570251,0.13735775781422505,12,0.3408976852532715,0.12978241155460127,12,0.7368104918502122,0.1801875955051395,12,0.6299813840155797,0.19764152042965474,12,0.432063967149787,0.05556498494054429,12,0.7818438101697415,0.06827428160117824,12,996.9166666666666,293.3649475043711,12,627.5833333333334,400.3490427871735,12,87.0,60.249481325568276,12,255.75,94.90389876079908,12,0.31376701838511906,0.20354880631839184,12,0.5397297005955749,0.08651641535493929,12,0.5258184326406731,0.06356143658638119,12,0.9723217841497411,0.06437081280254318,12,0.12043010752688171,0.2265179870774231,12,0.6777311015978915,0.03306092657643307,12,0.7507571050883778,0.10657357832192822,12,3.6666666666666665,6.932575716182698,12,29.333333333333332,9.058730929915406,12,0.8333333333333334,1.992409839791244,12,31.166666666666668,5.288638479769344,12,0.9609257727537298,0.0651646409320887,12,30.833333333333332,5.424411712272808,12,32.0,4.552721463835969,12,56.5,23.56229653878879,12,439.110363347019,160.30933109449506,12,-0.1746205106438553,0.5207390609724225,12
masked_bimamba,random_joint_drop,0.2,0.20000000000000004,0.0,12,0.5412941804017309,0.17299197774616432,12,0.2787561615605425,0.09779088406210985,12,0.7769869016074543,0.20957447067439142,12,0.4911180815992517,0.25151149776796305,12,0.37737470695272807,0.04855996133908274,12,0.7431792171066472,0.07566790875217407,12,757.0833333333334,324.1221594436645,12,867.4166666666666,526.6821463969833,12,71.83333333333333,70.02834923778867,12,270.9166666666667,109.63282382847785,12,0.3754760089128894,0.2315233779212543,12,0.5236478292505456,0.06331537183749879,12,0.5148801207221815,0.05386095635130338,12,0.9723217841497411,0.07394578795431828,12,0.08987455197132616,0.195498193559952,12,0.6685878464685181,0.01815124314947916,12,0.6731165220963119,0.1213224726952484,12,2.75,6.032111043106188,12,30.25,8.024111392320249,12,0.8333333333333334,2.2896340848319503,12,31.166666666666668,5.407626488804887,12,0.9692353643966548,0.07513530304581219,12,31.083333333333332,5.501377238033358,12,32.0,4.552721463835969,12,54.166666666666664,19.097040862316067,12,429.33094743807237,146.83690076282775,12,-0.4429222124991177,0.8151949946449774,12
masked_bimamba,random_joint_drop,0.3,0.3,0.0,12,0.4408302884456789,0.1753762234534312,12,0.23783801037776123,0.07928444154472217,12,0.8414318258631711,0.17796059776954234,12,0.35570393050940746,0.25559503442359305,12,0.3499150155311653,0.03895204185974129,12,0.7119867554382561,0.06785514297888375,12,548.8333333333334,339.11296946682245,12,1075.6666666666667,523.3405519671999,12,51.666666666666664,61.88013829292493,12,291.0833333333333,102.2612148402612,12,0.4385799878861579,0.25240907077952074,12,0.5082733716010456,0.038554039302219054,12,0.5015156711044447,0.024614849455380863,12,0.9865591397849464,0.046560505579808495,12,0.04623655913978495,0.11291858574473185,12,0.6637836159112754,0.013202493635609384,12,0.6400053969285794,0.10972243387333322,12,1.4166666666666667,3.4761089357690347,12,31.583333333333332,5.743903223629752,12,0.4166666666666667,1.443375672974064,12,31.583333333333332,4.870287154747343,12,0.9865591397849464,0.046560505579808495,12,31.583333333333332,4.870287154747343,12,32.0,4.552721463835969,12,48.666666666666664,13.891353316710974,12,390.3942148870299,121.72348261852574,12,-0.7011771283276659,0.7014064150575211,12
tcnte,clean,0.0,0.0,0.0,12,0.8542041096538955,0.027337235091238032,12,0.5743543131610386,0.09877222200862139,12,0.7065196411068522,0.09971700327212503,12,0.8872243821407132,0.03386276598345315,12,0.625543370244477,0.06769151974566341,12,0.8683787680350025,0.04305159557335988,12,1435.9166666666667,296.22088144838904,12,188.58333333333334,84.36226896096633,12,102.08333333333333,46.012761734373676,12,240.66666666666666,59.836646316653145,12,0.11031878728772644,0.04907760432568858,12,0.696946995970765,0.05385392452431534,12,0.6280081467560127,0.0480195926555574,12,0.9647167846092577,0.03512199046306338,12,0.43717474841466775,0.12814484286385533,12,0.7591026036544295,0.030147597258740725,12,0.885623168585044,0.058610867006172296,12,14.166666666666666,3.5887028128263667,12,18.833333333333332,5.936533015357048,12,1.0833333333333333,0.9962049198956219,12,30.916666666666668,4.832810839052218,12,0.9616303648561714,0.04311022636452914,12,30.833333333333332,4.9696045815506995,12,32.0,4.552721463835969,12,29.75,12.351849327861064,12,228.72966920616713,62.0203865947496,12,0.23910711998646594,0.23018624542075836,12
tcnte,confidence_noise,0.1,0.10000000000000002,0.0,12,0.8553947931933741,0.0278257547373562,12,0.5787518036874222,0.10322829751134367,12,0.7092175087634057,0.10052050164130731,12,0.8882883447043176,0.03605182745219892,12,0.6284291087236674,0.06785538366455557,12,0.8679522201035071,0.04246317772037296,12,1437.8333333333333,298.4547577510575,12,186.66666666666666,85.01051628350388,12,101.58333333333333,47.11583083371782,12,241.16666666666666,58.5597338129403,12,0.10879684198329408,0.047363992012761064,12,0.690925428404206,0.046122724279190924,12,0.6216313651706177,0.03880285919331537,12,0.9674049566522686,0.03657884992260378,12,0.4224212503446374,0.11537296186546558,12,0.7556042308432219,0.024614280111181917,12,0.8850856841496322,0.06100673445123831,12,13.75,3.3878123807661966,12,19.25,5.327885475154626,12,1.0,1.044465935734187,12,31.0,4.824181513244216,12,0.964318536899182,0.04450900845237513,12,30.916666666666668,4.9627399567968355,12,32.0,4.552721463835969,12,30.666666666666668,12.331285661300935,12,237.9057502634088,71.22677498762911,12,0.21720881685098856,0.23250094136332167,12
tcnte,confidence_noise,0.2,0.20000000000000004,0.0,12,0.8529952215786194,0.028820449070910012,12,0.5737933988001089,0.10590539587799429,12,0.7129883154812657,0.10570530460528643,12,0.8846793224689934,0.03970906397266981,12,0.6257932723867937,0.06869302328428176,12,0.8664035468692179,0.041903428590775046,12,1434.3333333333333,312.80558392287907,12,190.16666666666666,81.0329151230124,12,101.0,49.93996395673509,12,241.75,56.48672410398749,12,0.10804147427792961,0.04636825836311637,12,0.6853827254930821,0.048097420802590815,12,0.6164127169903683,0.041431825040258136,12,0.9704913764053549,0.03771487357729145,12,0.4092668700027571,0.10711005424818278,12,0.7527690495428473,0.029961135423766716,12,0.8826967467087045,0.06008038019894287,12,13.416666666666666,3.4234042953903314,12,19.583333333333332,4.5817490374773095,12,0.9166666666666666,1.0836246694508318,12,31.083333333333332,4.737823307909411,12,0.9674049566522686,0.04567532410509598,12,31.0,4.880387465988925,12,32.0,4.552721463835969,12,31.666666666666668,12.175484558834786,12,247.84870248629468,77.73400433864623,12,0.1847761982214259,0.24646964887691722,12
tcnte,confidence_noise,0.3,0.3,0.0,12,0.8458666375715752,0.029502260850812312,12,0.5562992430097384,0.10132053378215229,12,0.7185507587378887,0.10730623646018801,12,0.8747618455384699,0.043266261048471276,12,0.6166079600053995,0.0653028073714258,12,0.8624169727463903,0.04156534295839859,12,1420.25,322.44439266893187,12,204.25,79.69729663488648,12,99.33333333333333,50.83723283602523,12,243.41666666666666,56.128842582908916,12,0.10949302328495349,0.04640014054605079,12,0.6690465652689762,0.057788562976021335,12,0.6043119602243093,0.04831919832358015,12,0.969143461078945,0.042408922858214106,12,0.3782628549765647,0.11991576445802057,12,0.7431210981653211,0.03795194685559139,12,0.8805206994185183,0.06096587075336258,12,12.416666666666666,3.8954129979043843,12,20.583333333333332,4.832810839052218,12,0.9166666666666666,1.164500152881315,12,31.083333333333332,5.053501636279424,12,0.9660570413258585,0.05198722022842337,12,31.0,5.204892803018052,12,32.0,4.552721463835969,12,35.166666666666664,13.030267794173641,12,276.5762363755194,88.28040923604104,12,0.18103669012134552,0.2710624603266469,12
tcnte,frame_drop,0.1,0.10000000000000002,0.0,12,0.7957773619115285,0.025023589622186905,12,0.456277335936674,0.07458566204199592,12,0.7802678608512198,0.07838208295740796,12,0.8007039438113807,0.04423943481842556,12,0.5691580521992998,0.044919580791535574,12,0.8581568755615473,0.036774487909766736,12,1294.6666666666667,269.657807847897,12,329.8333333333333,117.45469790777234,12,77.08333333333333,37.06863004392438,12,265.6666666666667,60.13217764124951,12,0.12401569078752606,0.045181679304324006,12,0.5738976093390354,0.06237486979855419,12,0.5378842592324029,0.04018964224685076,12,0.98805256869773,0.017691589391330417,12,0.17391999241797626,0.1084453146305077,12,0.6959460409915058,0.03641473006483602,12,0.8749207385749821,0.058652272309637224,12,5.666666666666667,3.393398225253192,12,27.333333333333332,5.104958967573203,12,0.3333333333333333,0.49236596391733095,12,31.666666666666668,4.8865926655275755,12,0.9849661489446436,0.02441838962482645,12,31.583333333333332,4.999242366841626,12,32.0,4.552721463835969,12,53.75,17.051392904979934,12,422.9640440665598,112.99880659842059,12,-0.13931816928591123,0.3299316428849308,12
tcnte,frame_drop,0.2,0.20000000000000004,0.0,12,0.7014418258013011,0.06254088798285241,12,0.35903564206193367,0.0742351460129598,12,0.8340770360616435,0.061762954253446946,12,0.6753993169326612,0.08500819080048799,12,0.4952796539576063,0.06073091198464148,12,0.8407542900955415,0.030396638859145196,12,1094.0,273.2288418157937,12,530.5,177.21148126153986,12,59.166666666666664,30.43572462310259,12,283.5833333333333,60.3511818568216,12,0.15374985134140573,0.04646896614732829,12,0.5300793339842576,0.03666702080912702,12,0.5116896761691315,0.02372903989833627,12,0.9911389884508163,0.016073288522478628,12,0.08458953680727871,0.056581368940493655,12,0.6747388316624834,0.023200122500395045,12,0.8549003313175416,0.06854853549939137,12,2.75,1.7645499039801518,12,30.25,4.202272112689862,12,0.25,0.45226701686664544,12,31.75,4.788717801438938,12,0.9911389884508163,0.016073288522478628,12,31.75,4.788717801438938,12,32.0,4.552721463835969,12,64.66666666666667,17.75762746915627,12,507.91573619164643,90.50793052653079,12,-0.4061074349784028,0.3988995274211015,12
tcnte,frame_drop,0.3,0.3,0.0,12,0.607443990303689,0.09055051077852282,12,0.29816385269897244,0.06922101427650322,12,0.8570775226621508,0.0647223668365593,12,0.5568571071197397,0.11706352153897827,12,0.43605127035258856,0.06689092997910925,12,0.8177747647687418,0.03066895628535443,12,904.0833333333334,280.5901113832428,12,720.4166666666666,228.3854231669603,12,51.166666666666664,29.559903226970796,12,291.5833333333333,63.21601973799959,12,0.19151156821692472,0.05632477830835344,12,0.5060241588255171,0.023942576820390693,12,0.49879534542987286,0.016090716253675367,12,0.9884508164078056,0.017120020119637386,12,0.039583764130135084,0.04011858619821308,12,0.662908210262341,0.01642760279496121,12,0.8293019140576273,0.07396307835272685,12,1.25,1.2154310870109943,12,31.75,4.287932326467342,12,0.3333333333333333,0.49236596391733095,12,31.666666666666668,4.811602139777887,12,0.9884508164078056,0.017120020119637386,12,31.666666666666668,4.811602139777887,12,32.0,4.552721463835969,12,64.58333333333333,19.551602274881503,12,504.15916105238824,79.07975013962755,12,-0.6460651594522563,0.45646718118001056,12
